9,0,0,3.0,0,2,AMI
0,1,9,9.0,1,2,AMI
0,1,41,41.0,1,2,AMI
0,3,92,30.666666,0,0,AMI
0,1,1060,1060.0,1,2,AMI
0,1,395,395.0,1,2,AMI
0,1,469,469.0,1,2,AMI
0,2,2797,1398.5,1,2,AMI
0,3,469,156.33333,1,0,AMI
0,1,646,646.0,0,2,AMI
0,2,2107,1053.5,1,2,AMI
0,1,75,75.0,1,2,AMI
0,2,43,21.5,1,1,AMI
0,1,34,34.0,1,0,AMI
0,1,421,421.0,1,2,AMI
0,1,929,929.0,1,2,AMI
0,6,8,1.3333334,1,2,AMI
0,2,1,0.5,1,2,AMI
0,1,2616,2616.0,1,2,AMI
0,5,7,1.4,1,2,AMI
0,13,15,1.1538461,1,2,AMI
0,11,8,0.72727275,1,2,AMI
0,2,442,221.0,1,2,AMI
0,1,6,6.0,1,2,AMI
0,1,338,338.0,1,2,AMI
0,1,0,0.0,1,2,AMI
0,8,14,1.75,1,2,AMI
0,1,892,892.0,1,2,AMI
0,1,4,4.0,1,2,AMI
0,8,3,0.375,1,2,AMI
0,2,2,1.0,1,2,AMI
0,3,7,2.3333333,1,2,AMI
7,0,0,3.0,1,2,AMI
4,0,0,3.0,1,2,AMI
4,0,0,3.0,1,1,AMI
1,0,0,3.0,1,0,AMI
7,0,0,3.0,1,0,AMI
20,0,0,3.0,1,2,AMI
16,0,0,3.0,1,2,AMI
16,0,0,3.0,1,2,AMI
6,0,0,3.0,1,2,AMI
2,0,0,3.0,1,2,AMI
16,0,0,3.0,1,1,AMI
22,0,0,3.0,1,0,AMI
1,0,0,3.0,1,0,AMI
31,0,0,3.0,1,0,AMI
3,0,0,3.0,1,0,AMI
14,0,0,3.0,1,2,AMI
4,0,0,3.0,1,2,AMI
11,0,0,3.0,1,2,AMI
27,0,0,3.0,1,2,AMI
32,0,0,3.0,1,2,AMI
8,0,0,3.0,1,2,AMI
1,0,0,3.0,0,2,AMI
1,0,0,3.0,0,0,AMI
1,0,0,3.0,0,1,AMI
3,0,0,3.0,0,1,AMI
10,0,0,3.0,0,0,AMI
3,0,0,3.0,0,0,AMI
4,0,0,3.0,0,0,AMI
9,0,0,3.0,0,0,AMI
2,0,0,3.0,0,2,AMI
1,2,438,219.0,0,2,AMI
11,0,0,3.0,0,2,AMI
1,0,0,3.0,0,0,AMI
1,0,0,3.0,0,0,AMI
16,0,0,3.0,0,1,AMI
12,0,0,3.0,0,1,AMI
16,0,0,3.0,0,1,AMI
11,0,0,3.0,0,0,AMI
16,0,0,3.0,0,0,AMI
12,0,0,3.0,0,0,AMI
2,0,0,3.0,0,0,AMI
8,0,0,3.0,0,2,AMI
2,0,0,3.0,0,2,AMI
2,18,12,0.6666667,1,2,AMI
4,1,2,2.0,1,2,AMI
5,1,1098,1098.0,1,0,AMI
2,0,0,3.0,1,0,AMI
3,0,0,3.0,1,2,AMI
4,0,0,3.0,1,2,AMI
7,0,0,3.0,1,2,AMI
2,1,3,3.0,1,2,AMI
5,0,0,3.0,1,2,AMI
3,0,0,3.0,1,2,AMI
13,0,0,3.0,1,2,AMI
18,0,0,3.0,1,2,AMI
2,0,0,3.0,1,2,AMI
2,18,21,1.1666666,1,2,AMI
4,23,30,1.3043479,1,2,AMI
1,0,0,3.0,1,1,AMI
1,0,0,3.0,1,1,AMI
1,0,0,3.0,1,0,AMI
2,0,0,3.0,1,0,AMI
4,0,0,3.0,1,2,AMI
12,0,0,3.0,1,2,AMI
12,0,0,3.0,1,2,AMI
15,0,0,3.0,1,2,AMI
1,0,0,3.0,1,2,AMI
4,0,0,3.0,1,2,AMI
0,1,148,148.0,1,2,AMI
1,0,0,3.0,1,2,AMI
2,1,18,18.0,1,2,AMI
7,0,0,3.0,1,1,AMI
3,0,0,3.0,1,1,AMI
5,1,163,163.0,1,0,AMI
0,1,36,36.0,1,0,AMI
2,0,0,3.0,1,0,AMI
11,0,0,3.0,1,2,AMI
3,0,0,3.0,1,2,AMI
2,0,0,3.0,1,0,AMI
1,0,0,3.0,1,0,AMI
11,0,0,3.0,1,0,AMI
5,0,0,3.0,1,2,AMI
1,0,0,3.0,1,0,AMI
3,0,0,3.0,1,0,AMI
7,0,0,3.0,1,0,AMI
5,0,0,3.0,1,2,AMI
0,1,180,180.0,1,2,AMI
14,1,1,1.0,1,2,AMI
7,0,0,3.0,1,2,AMI
3,1,408,408.0,1,2,AMI
2,0,0,3.0,1,1,AMI
10,0,0,3.0,1,2,AMI
15,0,0,3.0,1,2,AMI
6,0,0,3.0,1,2,AMI
15,0,0,3.0,1,2,AMI
8,1,1,1.0,1,2,AMI
6,0,0,3.0,1,2,AMI
3,0,0,3.0,1,2,AMI
15,0,0,3.0,1,2,AMI
5,0,0,3.0,1,2,AMI
11,0,0,3.0,1,2,AMI
1,0,0,3.0,1,1,AMI
20,0,0,3.0,1,1,AMI
1,0,0,3.0,1,0,AMI
3,0,0,3.0,1,0,AMI
9,0,0,3.0,1,0,AMI
3,0,0,3.0,1,2,AMI
1,0,0,3.0,1,2,AMI
1,0,0,3.0,1,2,AMI
1,0,0,3.0,1,2,AMI
9,0,0,3.0,0,1,AMI
3,0,0,3.0,0,1,AMI
4,0,0,3.0,0,0,AMI
1,0,0,3.0,0,2,AMI
14,0,0,3.0,0,2,AMI
36,0,0,3.0,0,2,AMI
21,0,0,3.0,0,2,AMI
6,0,0,3.0,0,2,AMI
15,0,0,3.0,0,1,AMI
7,0,0,3.0,0,1,AMI
3,0,0,3.0,0,0,AMI
1,0,0,3.0,0,0,AMI
5,0,0,3.0,0,0,AMI
4,2,958,479.0,0,2,AMI
5,0,0,3.0,0,2,AMI
6,0,0,3.0,1,0,AMI
8,0,0,3.0,1,2,AMI
11,0,0,3.0,1,2,AMI
6,0,0,3.0,1,2,AMI
7,0,0,3.0,1,2,AMI
3,1,133,133.0,1,2,AMI
6,0,0,3.0,1,2,AMI
6,0,0,3.0,1,2,AMI
9,0,0,3.0,1,2,AMI
16,0,0,3.0,1,2,AMI
2,0,0,3.0,1,2,AMI
1,0,0,3.0,1,1,AMI
13,0,0,3.0,1,1,AMI
6,0,0,3.0,1,2,AMI
2,1,2,2.0,1,2,AMI
5,0,0,3.0,1,2,AMI
1,0,0,3.0,1,1,AMI
2,0,0,3.0,1,2,AMI
1,0,0,3.0,1,1,AMI
1,0,0,3.0,1,2,AMI
1,0,0,3.0,0,2,AMI
3,0,0,3.0,1,0,AMI
0,1,103,103.0,0,2,AMI
1,1,96,96.0,0,0,AMI
2,0,0,3.0,1,2,AMI
3,0,0,3.0,1,2,AMI
4,0,0,3.0,0,1,AMI
1,0,0,3.0,0,0,AMI
1,0,0,3.0,0,0,AMI
0,1,0,0.0,0,0,AMI
0,1,4,4.0,0,0,AMI
1,0,0,3.0,1,0,AMI
1,0,0,3.0,1,0,AMI
2,0,0,3.0,0,0,AMI
1,0,0,3.0,0,0,AMI
2,0,0,3.0,0,1,AMI
2,0,0,3.0,1,2,AMI
3,0,0,3.0,1,1,AMI
2,0,0,3.0,1,1,AMI
1,0,0,3.0,0,1,AMI
1,0,0,3.0,0,1,AMI
1,0,0,3.0,0,2,COLLEGUE
1,0,0,3.0,1,0,COLLEGUE
3,0,0,3.0,1,0,COLLEGUE
4,0,0,3.0,1,0,COLLEGUE
1,0,0,3.0,1,2,COLLEGUE
2,0,0,3.0,0,2,COLLEGUE
1,0,0,3.0,1,0,COLLEGUE
6,0,0,3.0,1,2,COLLEGUE
1,0,0,3.0,1,0,COLLEGUE
3,0,0,3.0,1,1,COLLEGUE
6,0,0,3.0,0,2,AMI
1,0,0,3.0,0,2,AMI
1,0,0,3.0,0,1,AMI
3,0,0,3.0,0,1,AMI
11,0,0,3.0,0,0,AMI
3,0,0,3.0,0,0,AMI
2,0,0,3.0,0,2,AMI
1,0,0,3.0,1,2,AMI
1,0,0,3.0,1,2,AMI
3,0,0,3.0,0,0,AMI
1,0,0,3.0,0,2,AMI
4,0,0,3.0,1,0,AMI
5,0,0,3.0,1,2,AMI
1,0,0,3.0,1,0,AMI
4,0,0,3.0,1,2,AMI
2,0,0,3.0,1,2,AMI
2,0,0,3.0,1,0,AMI
19,0,0,3.0,1,2,AMI
3,0,0,3.0,1,2,AMI
6,0,0,3.0,1,1,AMI
4,0,0,3.0,1,0,AMI
3,0,0,3.0,0,1,FAMILLE
1,0,0,3.0,0,1,FAMILLE
2,0,0,3.0,0,0,FAMILLE
0,1,11,11.0,0,2,FAMILLE
0,1,16,16.0,1,0,FAMILLE
4,0,0,3.0,0,0,FAMILLE
1,11,121,11.0,0,0,FAMILLE
9,0,0,3.0,1,0,FAMILLE
4,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,1,FAMILLE
1,0,0,3.0,0,2,FAMILLE
5,0,0,3.0,0,2,FAMILLE
5,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
9,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
5,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,0,FAMILLE
3,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,1,FAMILLE
4,0,0,3.0,1,0,FAMILLE
3,0,0,3.0,1,1,FAMILLE
2,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
2,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
5,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,0,2,FAMILLE
7,0,0,3.0,0,0,FAMILLE
5,0,0,3.0,0,0,FAMILLE
2,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
0,1,0,0.0,0,2,FAMILLE
3,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,0,FAMILLE
0,1,128,128.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,0,2,FAMILLE
2,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
4,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
3,0,0,3.0,0,2,FAMILLE
5,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
2,0,0,3.0,0,0,FAMILLE
10,0,0,3.0,1,0,FAMILLE
13,0,0,3.0,1,0,FAMILLE
0,3,369,123.0,0,1,FAMILLE
0,4,307,76.75,1,2,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,2,11,5.5,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
0,1,34,34.0,1,2,FAMILLE
1,0,0,3.0,1,1,FAMILLE
0,1,0,0.0,1,0,AMI
0,1,0,0.0,1,2,AMI
4,0,0,3.0,1,0,AMI
2,0,0,3.0,1,2,AMI
1,0,0,3.0,0,1,AMI
5,0,0,3.0,1,2,AMI
3,0,0,3.0,1,1,AMI
3,0,0,3.0,1,0,AMI
6,0,0,3.0,0,2,AMI
2,0,0,3.0,0,2,AMI
2,0,0,3.0,1,2,AMI
8,0,0,3.0,1,2,AMI
1,0,0,3.0,1,2,AMI
1,0,0,3.0,1,1,AMI
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
0,1,121,121.0,0,2,FAMILLE
2,0,0,3.0,1,0,FAMILLE
1,1,0,0.0,1,1,FAMILLE
1,0,0,3.0,1,0,FAMILLE
0,1,127,127.0,1,2,FAMILLE
0,1,76,76.0,0,0,FAMILLE
1,1,0,0.0,0,2,FAMILLE
0,1,247,247.0,0,1,FAMILLE
0,2,235,117.5,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
0,1,292,292.0,1,2,FAMILLE
0,1,220,220.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
0,1,132,132.0,1,0,FAMILLE
2,1,173,173.0,0,2,FAMILLE
0,1,0,0.0,0,0,FAMILLE
0,1,91,91.0,0,2,FAMILLE
1,2,157,78.5,0,2,FAMILLE
2,0,0,3.0,1,0,FAMILLE
0,1,213,213.0,1,0,FAMILLE
0,5,307,61.4,1,0,FAMILLE
2,1,109,109.0,0,0,FAMILLE
1,0,0,3.0,0,1,FAMILLE
2,0,0,3.0,0,0,AMI
3,0,0,3.0,0,0,AMI
3,0,0,3.0,0,2,AMI
3,0,0,3.0,0,2,AMI
14,0,0,3.0,1,2,AMI
2,0,0,3.0,1,2,AMI
2,0,0,3.0,1,0,AMI
2,0,0,3.0,1,2,AMI
1,0,0,3.0,1,1,AMI
1,0,0,3.0,0,0,AMI
2,0,0,3.0,0,2,AMI
1,2,7,3.5,0,2,AMI
1,0,0,3.0,0,2,AMI
2,0,0,3.0,0,0,AMI
1,0,0,3.0,0,0,AMI
2,0,0,3.0,0,1,AMI
8,0,0,3.0,0,1,AMI
5,0,0,3.0,1,2,AMI
1,0,0,3.0,1,0,AMI
2,0,0,3.0,1,2,AMI
0,1,196,196.0,1,2,AMI
0,2,119,59.5,0,0,AMI
2,1,57,57.0,0,0,AMI
2,0,0,3.0,0,0,AMI
1,0,0,3.0,1,2,AMI
3,0,0,3.0,1,2,AMI
3,0,0,3.0,0,0,AMI
1,0,0,3.0,0,0,COLLEGUE
1,0,0,3.0,0,0,COLLEGUE
1,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,1,FAMILLE
6,0,0,3.0,0,1,FAMILLE
5,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,0,FAMILLE
3,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
4,0,0,3.0,0,2,FAMILLE
8,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,1,FAMILLE
4,0,0,3.0,1,0,FAMILLE
14,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,0,2,FAMILLE
2,0,0,3.0,1,1,FAMILLE
2,0,0,3.0,1,1,FAMILLE
2,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,1,FAMILLE
7,0,0,3.0,1,1,FAMILLE
6,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,1,FAMILLE
2,0,0,3.0,1,0,FAMILLE
5,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
2,0,0,3.0,0,1,FAMILLE
2,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,0,FAMILLE
11,3,111,37.0,1,0,FAMILLE
3,0,0,3.0,0,1,FAMILLE
2,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,1,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,1,0,FAMILLE
3,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
0,1,0,0.0,1,2,FAMILLE
0,1,3,3.0,0,0,FAMILLE
0,1,661,661.0,0,2,FAMILLE
2,0,0,3.0,1,1,FAMILLE
7,0,0,3.0,1,1,FAMILLE
5,1,385,385.0,1,1,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,0,0,FAMILLE
3,0,0,3.0,0,2,FAMILLE
0,1,4,4.0,1,0,FAMILLE
3,0,0,3.0,0,0,FAMILLE
1,0,0,3.0,0,0,FAMILLE
2,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,2,FAMILLE
0,1,13,13.0,0,0,FAMILLE
2,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,1,2,FAMILLE
8,0,0,3.0,1,2,FAMILLE
3,0,0,3.0,1,1,FAMILLE
0,1,2,2.0,1,0,FAMILLE
2,0,0,3.0,1,2,FAMILLE
8,0,0,3.0,1,0,FAMILLE
0,1,0,0.0,0,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
0,2,7,3.5,1,2,FAMILLE
0,1,0,0.0,1,0,FAMILLE
1,1,228,228.0,1,2,FAMILLE
1,0,0,3.0,0,0,FAMILLE
2,0,0,3.0,1,1,FAMILLE
0,1,4,4.0,1,2,FAMILLE
4,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,0,0,FAMILLE
2,0,0,3.0,1,0,FAMILLE
3,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,0,FAMILLE
2,0,0,3.0,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,0,0,3.0,1,0,FAMILLE
1,1,78,78.0,1,2,FAMILLE
0,1,54,54.0,1,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
1,0,0,3.0,0,2,FAMILLE
0,1,0,0.0,1,0,FAMILLE
7,0,0,3.0,1,1,FAMILLE
1,0,0,3.0,1,0,FAMILLE
0,1,435,435.0,1,1,FAMILLE
0,1,2,2.0,0,2,FAMILLE
2,0,0,3.0,0,1,FAMILLE
0,1,110,110.0,1,2,FAMILLE
0,1,9,9.0,1,0,FAMILLE
0,3,4,1.3333334,1,2,FAMILLE
2,0,0,3.0,1,2,FAMILLE
0,1,8,8.0,1,2,FAMILLE
